title,host_is_superhost,neighbourhood,city,state,zipcode,latitude,longitude,property_type,price,has_availability,number_of_reviews
Cozy room in a beautiful home,f,Holly Park,Seattle,WA,98108,47.54290734285080,-122.29668315361700,House,60.00,t,3
comfy room&convenient location（中英）,f,Holly Park,Seattle,WA,98118,47.53668112329800,-122.28611586516800,Townhouse,50.00,t,0
3bd 2bt great bargain  sleep 6-10,f,Holly Park,Seattle,WA,98118,47.53427640288440,-122.28160623445000,House,215.00,t,6
Modern Studio Apartment,f,,Seattle,WA,98118,47.53699589085730,-122.2813078594130,Apartment,138.00,t,11
Luxury RV for rent - Mercedes RV,f,,Seattle,WA,98108,47.53903549144160,-122.29424328101900,Camper/RV,375.00,t,0
3 level brace point view home,f,Fauntleroy,Seattle,WA,98136,47.515012141479700,-122.39555060802600,House,270.00,t,6
"Modern Luxury, Puget Sound Views",f,Fauntleroy,Seattle,WA,98136,47.5203940107188,-122.38928531511600,House,495.00,t,2
Cozy Home with Amazing View,t,Fauntleroy,Seattle,WA,98136,47.518624091005100,-122.38637040342900,House,165.00,t,14
West Seattle Home w/Dazzling View,t,Fauntleroy,Seattle,WA,98136,47.52678914038070,-122.38346175078800,House,129.00,t,106
Fabulous view and Great location,t,Fauntleroy,Seattle,WA,98136,47.51855218700450,-122.39118820273800,House,75.00,t,105
Fauntleroy View Suite,f,Fauntleroy,Seattle,WA,98146,47.514680316204700,-122.39396780912700,Apartment,80.00,t,0
Beachy Fauntleroy View Craftsman,f,Fauntleroy,Seattle,WA,98136,47.51839076500450,-122.38848936562600,House,177.00,t,7
West Seattle - Private Family Suite,t,Fauntleroy,Seattle,WA,98136,47.53212815525280,-122.3907846344620,House,85.00,t,67
Spacious Private Suite,f,Fauntleroy,Seattle,WA,98136,47.525475734334500,-122.38854780598500,Apartment,87.00,t,6
Enjoy West Seattle with Lovely View,t,Fauntleroy,Seattle,WA,98136,47.52480878740000,-122.38722402276100,House,78.00,t,31
Adorable Convenient Room!,t,North Beacon Hill,Seattle,WA,98144,47.58468275254590,-122.31157203915100,House,60.00,t,70
Private entry one bedroom retreat,f,North Beacon Hill,Seattle,WA,98144,47.57982485629930,-122.30687976046900,House,80.00,t,4
Modern townhouse- Beacon Hill,f,North Beacon Hill,Seattle,WA,98144,47.5859417720306,-122.31404610755300,Townhouse,180.00,t,2
Cozy 1BD w/bath; parking included,f,North Beacon Hill,Seattle,WA,98144,47.577794696487400,-122.30258130174600,House,39.00,t,23
Mtn Views 3 blocks from light rail,t,North Beacon Hill,Seattle,WA,98144,47.57878466258970,-122.30795585641000,House,60.00,t,64
N Beacon Hill Guestroom w/ Parking,f,,Seattle,WA,98144,47.577472352894100,-122.30308037965900,House,42.00,t,57
Ultra-Modern Hypoallergenic Retreat,t,North Beacon Hill,Seattle,WA,98144,47.586232324671800,-122.3148062304020,House,126.00,t,14
"Charming Private Room, Light Rail",f,,Seattle,WA,98144,47.579020127298600,-122.3157431989360,Apartment,60.00,t,1
1 Bed/1 Full Bath,f,North Beacon Hill,Seattle,WA,98144,47.58826621311710,-122.30848615667700,House,99.00,t,0
Queen Bd w/Private Bath Near Dwntwn,f,North Beacon Hill,Seattle,WA,98144,47.57566772454510,-122.30331694123500,House,89.00,t,1
Sleeps 3 Comfy Near Downtown SEA,f,North Beacon Hill,Seattle,WA,98144,47.57618629337750,-122.30386721433000,House,79.00,t,7
2BdRm 1Bath Shared Near Dwntwn SEA,f,North Beacon Hill,Seattle,WA,98144,47.57608514622380,-122.30402714524700,House,169.00,t,4
1 BdRm BunkBed for 3 Near Downtown,f,North Beacon Hill,Seattle,WA,98144,47.57741482471650,-122.30229960761700,House,79.00,t,14
Queen Size Bed Near Downtown SEA,f,North Beacon Hill,Seattle,WA,98144,47.57778726052840,-122.30279079623500,House,69.00,t,4
Quiet Sunlight and Sleeping Cacti,f,North Beacon Hill,Seattle,WA,98144,47.58145636490470,-122.31537895186100,House,60.00,t,4
Abba's Urban Seattle Tent #Glamping,f,North Beacon Hill,Seattle,WA,98144,47.57738782977060,-122.30436136707700,Tent,65.00,t,4
Puget sound/Seattle view townhouse,f,North Beacon Hill,Seattle,WA,98144,47.57805989215270,-122.31400972867600,Townhouse,260.00,t,0
Adorable House - Very Convenient,t,North Beacon Hill,Seattle,WA,98144,47.578412585057,-122.31579403162600,House,100.00,t,18
Cozy private cottage by light rail,f,North Beacon Hill,Seattle,WA,98144,47.572876156504500,-122.30987722082000,House,90.00,t,24
Petite 1 Bdrm Apt in N. Beacon Hill,f,North Beacon Hill,Seattle,WA,98144,47.57274894275660,-122.30743249674800,Apartment,59.00,t,14
Bright 2B Apartment on Beacon Hill,f,,Seattle,WA,98144,47.58016983386590,-122.31172788815600,Apartment,70.00,t,8
Cozy apt. w/ spacious balcony,f,North Beacon Hill,Seattle,WA,98144,47.58777721365420,-122.31692014946700,Apartment,65.00,t,3
Central Private Two Bedroom Home ,t,North Beacon Hill,Seattle,WA,98144,47.58558082111750,-122.31195579494600,Apartment,85.00,t,99
Huge 1br with Park Views,f,,Seattle,WA,98144,47.57181223893100,-122.3081813763630,Apartment,74.00,t,2
Adorable garden cottage,f,North Beacon Hill,Seattle,WA,98144,47.57543905550270,-122.30757135721400,Bungalow,99.00,t,14
5 Bed 3Bath House Near Downtown SEA,f,North Beacon Hill,Seattle,WA,98144,47.577560782253100,-122.30428066418000,House,399.00,t,81
"Christmas in the city, no car req'd",f,,Seattle,WA,98144,47.58004408724630,-122.30709347386900,House,300.00,t,0
Ole's Urban Seattle Tent #Glamping,f,North Beacon Hill,Seattle,WA,98144,47.57896005046970,-122.30432115015000,Tent,65.00,t,10
Cozy and Charming Apartment,f,North Beacon Hill,Seattle,WA,98108,47.56529214409570,-122.31206628506600,Apartment,79.00,t,0
Modern Townhouse Near Downtown,f,North Beacon Hill,Seattle,WA,98144,47.5883839166187,-122.31618537150300,House,75.00,t,0
N. Beacon Hill- Super Private Room,f,North Beacon Hill,Seattle,WA,98144,47.583786700917000,-122.31676967675500,House,75.00,t,238
3Bed 2Bath w/ Deck Near Dwntwn SEA,f,North Beacon Hill,Seattle,WA,98144,47.57727069591890,-122.30185709286200,House,219.00,t,29
2bed Rm Inner City Suite Near Dwtn,f,North Beacon Hill,Seattle,WA,98144,47.575290972156900,-122.30204873393400,House,165.00,t,41
Private bathroom & entrance,f,,Seattle,WA,98144,47.58946164877130,-122.31099392133800,House,87.00,t,45
2Rms 2Queen Beds 2Bath Near Dwntwn,f,North Beacon Hill,Seattle,WA,98144,47.57764573484690,-122.30245216635900,House,169.00,t,0
Fantastic View! Close to Light Rail,f,North Beacon Hill,Seattle,WA,98144,47.58513027441330,-122.31526144655800,House,75.00,t,137
Red Bed in a Green Room,f,North Beacon Hill,Seattle,WA,98144,47.5718625553106,-122.30666680304300,House,30.00,t,81
Bright Suite in Cute and Close Area,f,North Beacon Hill,Seattle,WA,98144,47.57706217874170,-122.30888762226800,House,55.00,t,1
Comfy futon and couch w/ balcony,f,North Beacon Hill,Seattle,WA,98144,47.58852065693010,-122.31821875106100,Apartment,45.00,t,2
Cozy Private Room on N. Beacon Hill,f,North Beacon Hill,Seattle,WA,98144,47.57958270715150,-122.30983247940900,Apartment,50.00,t,2
Modern Townhome + Great Location,f,North Beacon Hill,Seattle,WA,98144,47.5846707019761,-122.31464507617200,Apartment,149.00,t,21
Soaring Crane Luxury Garden Retreat,t,North Beacon Hill,Seattle,WA,98144,47.58430063748110,-122.31176247475200,House,99.00,t,100
PRIVATE LITTLE BEACONHILL HOUSE,f,North Beacon Hill,Seattle,WA,98144,47.5841913321413,-122.31165221722600,House,69.00,t,26
1 Bdrm N. Beacon Hill Apt-East Unit,f,North Beacon Hill,Seattle,WA,98144,47.572721085122100,-122.30734743890600,Apartment,69.00,t,18
North Beacon Hill house,t,,Seattle,WA,98144,47.59043530606870,-122.30871002040900,House,80.00,t,59
Small Room with a Big Eastern View,f,North Beacon Hill,Seattle,WA,98144,47.57181252485700,-122.30538116916800,House,55.00,t,136
Large suite with separate entrance!,f,North Beacon Hill,Seattle,WA,98144,47.576204170093500,-122.30672844165800,House,75.00,t,14
Bedroom in Modern townhouse,f,North Beacon Hill,Seattle,WA,98144,47.58345052931270,-122.31647308056300,Townhouse,50.00,t,5
1 Bdrm N. Beacon Hill Apt-West Unit,f,North Beacon Hill,Seattle,WA,98144,47.57169368287290,-122.30950811995800,Apartment,69.00,t,68
"Quiet Second Floor ""Zen"" Apartment",f,North Beacon Hill,Seattle,WA,98144,47.573142635846000,-122.31054790505400,Apartment,112.00,t,65
Thor's Scamper Urban City Camper,f,,Seattle,WA,98144,47.577433158395900,-122.30547497392900,House,150.00,t,0
La Guarida!..sanctuary/peace/fun,f,North Beacon Hill,Seattle,WA,98144,47.574184919892900,-122.29938508586200,Apartment,65.00,t,35
Near Downtown and private home feel,f,North Beacon Hill,Seattle,WA,98144,47.588322702269500,-122.31119215650900,House,104.00,t,24
Cozy room in North Beacon Hill,f,,Seattle,WA,98144,47.588753123259100,-122.31107617223000,House,60.00,t,34
Beacon Hill Private Room,f,North Beacon Hill,Seattle,WA,98144,47.57248931678650,-122.31116544920800,House,60.00,t,3
Cozy Town Home with Room to Share,f,,Seattle,WA,98144,47.59214117691240,-122.3193539694790,House,105.00,t,5
Beacon Hill 2br with Park Views,f,,Seattle,WA,98144,47.57176768887870,-122.30831838055000,House,144.00,t,15
Great 1 Queen Bed Near Downtown SEA,f,North Beacon Hill,Seattle,WA,98144,47.576251949114000,-122.30367586066500,House,69.00,t,15
2/1 Plush Modern Hilltop Retreat,f,North Beacon Hill,Seattle,WA,98144,47.575769480485800,-122.31636208846800,Apartment,108.00,t,80
"Modern Retreat, High End Amenities",f,International District,Seattle,WA,98122,47.59566143433550,-122.3180159570670,House,159.00,t,14
Cozy N. Beacon Hill 2 Bdrm Home,f,North Beacon Hill,Seattle,WA,98144,47.58009265261840,-122.30485638264800,House,85.00,t,11
Delightful Cottage near Light Rail,t,North Beacon Hill,Seattle,WA,98144,47.58002068354930,-122.30686388265500,House,135.00,t,79
The Ranch: Bed + Breakfast,f,North Beacon Hill,Seattle,WA,98144,47.57975166389750,-122.30938517576400,Bed & Breakfast,89.00,t,0
Parkside Condo,f,North Beacon Hill,Seattle,WA,98144,47.59188627385040,-122.31822255275100,Apartment,120.00,t,7
Paint by Number Paradise,f,North Beacon Hill,Seattle,WA,98144,47.57130286192220,-122.30967375479600,Apartment,70.00,t,9
Convenient N. Beacon Hill Townhome,f,North Beacon Hill,Seattle,WA,98144,47.58313182674250,-122.31470996634300,Townhouse,150.00,t,9
2 BR 2.25 Bath Townhome,f,North Beacon Hill,Seattle,WA,98144,47.58880186420390,-122.31525572279800,House,120.00,t,1
Sven's Urban Seattle Tent #Glamping,f,North Beacon Hill,Seattle,WA,98144,47.577430660166600,-122.30569454025800,Tent,65.00,t,14
Make a home amongst the succulents,f,North Beacon Hill,Seattle,WA,98144,47.58360071205830,-122.31398268169700,House,60.00,t,10
N Beacon Hill Zen Room w/ Parking,f,North Beacon Hill,Seattle,WA,98144,47.575829919508100,-122.30348448318900,House,36.00,t,67
Cheery Seattle House with View,f,North Beacon Hill,Seattle,WA,98144,47.579067320677500,-122.31538810858400,House,95.00,t,109
Garden Apt across from Park,f,Mount Baker,Seattle,WA,98144,47.590010869947500,-122.29468392754400,Apartment,88.00,t,0
Best Seattle Views! Private Suite! ,t,North Beacon Hill,Seattle,WA,98144,47.59177919297080,-122.31846221975600,Apartment,75.00,t,93
"Quiet apt, near Stadium District",f,North Beacon Hill,Seattle,WA,98144,47.59155235892180,-122.31299628819900,Apartment,130.00,t,0
Peaceful Basement Bungalow,t,North Beacon Hill,Seattle,WA,98144,47.572819977497100,-122.3074617936830,House,63.00,t,23
Queen bed with private bathroom,t,North Beacon Hill,Seattle,WA,98144,47.586460533203300,-122.31504979152200,Apartment,60.00,t,13
N Beacon Hill Rec Room w/ Parking,f,North Beacon Hill,Seattle,WA,98144,47.57660540646620,-122.30193413525900,House,37.00,t,46
Private suite with a view rooftop,t,North Beacon Hill,Seattle,WA,98144,47.587861437184600,-122.31397531810900,Townhouse,85.00,t,3
Apartment w/full kitchen and bath,f,North Beacon Hill,Seattle,WA,98144,47.58123044582930,-122.31045183422700,Apartment,85.00,t,3
Via Calvi Due,t,,Seattle,WA,98118,47.54553222502490,-122.27222801311800,House,84.00,t,52
2BR Contemporary Columbia City Home,f,Columbia City,Seattle,WA,98118,47.54396632280290,-122.27168915643600,Apartment,275.00,t,0
Great Value!! The Bunny Room!!,f,Seward Park,Seattle,WA,98118,47.54538739226150,-122.27302334700300,Bed & Breakfast,39.00,t,12
Seattle Home Close to Light Rail,t,Brighton,Seattle,WA,98118,47.53898624963270,-122.27799126505800,House,105.00,t,68
Seattle Tiny House Near Light Rail,t,Brighton,Seattle,WA,98118,47.540485141814300,-122.27529416245000,House,105.00,t,39
Right off the Light Link Rail,f,Brighton,Seattle,WA,98118,47.53540733743970,-122.27983057017100,Apartment,40.00,t,0
The Carousel Room w/Breakfast,f,Seward Park,Seattle,WA,98118,47.54515616248270,-122.26994043189600,House,34.00,t,11
The Family Room w/ Private Bathroom,f,Seward Park,Seattle,WA,98118,47.54552039849870,-122.26988586167000,House,35.00,t,15
Lightrail to airport/downtown,f,Brighton,Seattle,WA,98118,47.54438844370520,-122.28312373417500,House,65.00,t,31
"Lightrail, ethnic eateries, parks!",f,Brighton,Seattle,WA,98118,47.53649713277180,-122.2746604356090,Apartment,75.00,t,2
Modern Rustic Home,f,,Seattle,WA,98118,47.53678301138110,-122.26829463081400,House,199.00,t,36
Amazing  Value! The Serene Room!!,f,Seward Park,Seattle,WA,98118,47.54561306038230,-122.27257340203300,Bed & Breakfast,45.00,t,25
Columbia City Studio Apartment,f,Columbia City,Seattle,WA,98118,47.54517278894310,-122.27013557453900,Apartment,85.00,t,17
Stylish West Seattle 3BD,f,South Delridge,Seattle,WA,98106,47.51750416148740,-122.36468355578000,House,150.00,t,9
Beautiful West Seattle Getaway,f,,Seattle,WA,98106,47.519769301064800,-122.3597623377690,House,41.00,t,3
"Private, Cozy, Convenient W Seattle",f,,Seattle,WA,98106,47.526647483560500,-122.36113787103400,Bed & Breakfast,45.00,t,0
 Maiden Mansion - Tiny House ,f,South Delridge,Seattle,WA,98106,47.52553001428420,-122.3577343324360,Bed & Breakfast,99.00,t,54
Awesome cozy One Bedroom Apartment,f,South Delridge,Seattle,WA,98106,47.52793652313040,-122.36367436749100,House,95.00,t,9
Stylish studio in West Seattle,t,South Delridge,Seattle,WA,98106,47.519448857903200,-122.3624993879850,House,79.00,t,24
Private Bedroom in W. Seattle Home,f,South Delridge,Seattle,WA,98106,47.51769741829910,-122.36529944659600,House,70.00,t,2
"Cute, Clean West Seattle Bungalo",f,,Seattle,WA,98106,47.51913837079120,-122.35937156087600,House,50.00,t,0
"Cozy Studio, min. to downtown -WiFi",f,South Delridge,Seattle,WA,98106,47.52397950434660,-122.35989059909600,Apartment,48.00,t,297
"Cozy, Garden Studio in West Seattle",t,Highland Park,Seattle,WA,98106,47.530784950591100,-122.35545802391200,House,65.00,t,106
Urban Retreat in West Seattle,f,High Point,Seattle,WA,98106,47.5331485546507,-122.36550602948100,Townhouse,55.00,t,4
PRIVATE 3 BEDROOM HOME,f,South Delridge,Seattle,WA,98106,47.529872525245000,-122.35982333721600,House,99.00,t,72
Inverness1,f,View Ridge,Seattle,WA,98115,47.69076470657130,-122.27469388041900,House,150.00,t,0
NE of UW mother in law apartment,f,Windermere,Seattle,WA,98115,47.676065757795600,-122.27688351126800,Apartment,110.00,t,3
Stunning Magnuson Park Condo,t,View Ridge,Seattle,WA,98115,47.684172808989500,-122.26551010669200,Apartment,120.00,t,11
"Lg private bed/BA, parking, near UW",f,View Ridge,Seattle,WA,98115,47.685087372073000,-122.26709930059800,Loft,49.00,t,59
Group / family home for Christmas,f,View Ridge,Seattle,WA,98115,47.677869134645000,-122.27183023272100,House,244.00,t,1
View Ridge Cottage on Burke-Gilman,f,View Ridge,Seattle,WA,98115,47.6764701385461,-122.26818273751000,Apartment,125.00,t,1
Viewridge Home,f,View Ridge,Seattle,WA,98115,47.68171495424420,-122.2760225278760,House,175.00,t,2
"""Sprocket"" room close to Downtown",f,Dunlap,Seattle,WA,98118,47.525431662119800,-122.27823367574900,House,38.00,t,1
Bedouin paradise w/ full kitchen,t,Rainier Beach,Seattle,WA,98118,47.52129351472610,-122.27318225358800,House,70.00,t,22
Feel nature and city convenience,f,Dunlap,Seattle,WA,98118,47.526739597142200,-122.2747998752740,House,150.00,t,0
South Seattle Urban Farmhouse-,f,Seward Park,Seattle,WA,98118,47.52765189488410,-122.26596615370000,House,65.00,t,3
Uncommon Abode close to downtown,f,Dunlap,Seattle,WA,98118,47.52764508845270,-122.27740239464700,House,99.00,t,47
Lake Washington Waterfront Home,f,,Seattle,WA,98118,47.52456532560880,-122.26091882202800,House,295.00,t,7
Quiet retreat by waterfront park,t,Dunlap,Seattle,WA,98118,47.52749353583140,-122.26095748026800,Apartment,95.00,t,15
Sweet Seattle Urban Homestead 2 Bdr,f,Dunlap,Seattle,WA,98118,47.52984647440820,-122.275839521958,,120.00,t,0
Comfy bunkbed 2 close to lightrail!,f,Dunlap,Seattle,WA,98118,47.52413532538490,-122.27597636170200,Apartment,45.00,t,7
Comfy Home Near Seward Park Seattle,f,Dunlap,Seattle,WA,98118,47.527510638387600,-122.26662779892400,House,68.00,t,18
Warm Urban Charmer--Double Bed Room,f,Rainier Beach,Seattle,WA,98118,47.51905405124620,-122.27041778578700,House,55.00,t,14
420 Cozy couch close to lightrail!,f,,Seattle,WA,98118,47.52283446089740,-122.27399223936900,Apartment,40.00,t,6
Guest Room,f,Dunlap,Seattle,WA,98118,47.52731806106890,-122.27790909517100,House,36.00,t,0
Urban TREEHOUSE & Homestead,f,Dunlap,Seattle,WA,98118,47.5297563485341,-122.27569990764200,Treehouse,48.00,t,20
Funky home in Rainier  Beach,f,Dunlap,Seattle,WA,98118,47.523437287109400,-122.27575475600900,House,90.00,t,0
Single Bdr @Seattle Urban Homestead,f,Dunlap,Seattle,WA,98118,47.5306667261626,-122.27540901110800,House,50.00,t,2
"Cozy, convenient btw airport & city",t,Rainier Beach,Seattle,WA,98118,47.519886124604000,-122.27405536132900,House,60.00,t,21
Sweet Seattle Urban Homestead 1 Bdr,f,Dunlap,Seattle,WA,98118,47.530897521850700,-122.27711602192700,House,100.00,t,6
Spacious House btw Airport and City,t,Rainier Beach,Seattle,WA,98118,47.519816641595300,-122.27476362225300,House,200.00,t,1
"""La Femme"" room close to Downtown",f,Dunlap,Seattle,WA,98118,47.52773406613850,-122.27890285194700,House,42.00,t,0
The Pink Room by the Lake,f,,Seattle,WA,98118,47.51734067752760,-122.26137062343500,House,35.00,t,16
Private lower level of new home,t,Rainier Beach,Seattle,WA,98178,47.508502581844500,-122.26098035117300,House,67.00,t,16
Warm Urban Charmer,f,Rainier Beach,Seattle,WA,98118,47.51855437022770,-122.27077496614700,House,55.00,t,13
Spacious room in Lake View home,f,Rainier Beach,Seattle,WA,98118,47.518938559385500,-122.25708494330400,House,65.00,t,4
Craftsman with view of Seattle ,f,Rainier Beach,Seattle,WA,98178,47.51016433184050,-122.26044257103900,House,169.00,t,42
Comfy&Peaceful Vintage Trailer,f,,Seattle,WA,98178,47.507284073522500,-122.25418857514200,Camper/RV,75.00,t,7
"2 Rooms available, view of the lake",f,Rainier Beach,Seattle,WA,98118,47.51145719576400,-122.25608099593700,House,88.00,t,32
